# legacy=on vsync=off 1920x1080 scene=#01PrototypeMap.scene take=D:/Github/EGOSIS_Refactoring/Scripts/../Bench/take01.json build=Release gpu=NVIDIA GeForce RTX 4060 Ti driver=32.0.16.1088 capture=metrics-only
frame,presentMs,cpuMs,gpuMs,gpu_MainPass,gpu_CameraPreview,gpu_ComputeEffects,gpu_ParticleOverlay,gpu_DebugOverlay,gpu_ToneMapAndUI,gpu_OverlayEffects,drawCalls,instancedDrawCalls,iaPrimitives,vsInvocations,psInvocations,cPrimitives,boneCbMapCount,boneCbBytesUploaded,vramUsedMB,workingSetMB
333,51.521201,50.349200,49.812480,49.622112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11300,0,1618541,2911210,17150261,639798,9468,619926768,948.406250,362.554688
334,50.588701,50.447600,50.561024,50.370560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11312,0,1618565,2911258,17136952,640381,9474,620319624,948.406250,362.578125
335,50.716601,53.976700,54.671360,54.479872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11316,0,1619909,2913082,17130566,640905,9476,620450576,948.406250,362.609375
336,54.228999,54.613200,56.042496,55.851936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11316,0,1619909,2913085,17124021,641485,9476,620450576,948.406250,362.609375
337,54.865301,52.615900,50.804736,50.615872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11320,0,1621253,2914901,17105529,642134,9478,620581528,948.406250,362.636719
338,52.859299,53.655500,53.870592,53.680352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11324,0,1626405,2924106,17117397,643392,9480,620712480,948.406250,358.511719
339,53.901300,54.142800,55.557120,55.366656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11340,0,1631701,2933514,17129364,645140,9488,621236288,948.406250,358.511719
340,54.397400,51.022700,50.024448,49.834400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11360,0,1631861,2933754,17137251,648410,9498,621891048,948.406250,358.511719
341,51.274300,50.736000,53.332992,52.089024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11392,0,1631925,2933882,17149462,650300,9514,622938664,948.406250,358.511719
342,51.018398,54.703600,53.208064,53.018112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11392,0,1631925,2933882,17208607,653660,9514,622938664,948.406250,351.691406
343,54.941799,50.989800,50.642944,50.453248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11392,0,1631925,2933902,17285792,656180,9514,622938664,948.406250,351.691406
344,51.243901,51.632500,51.217408,51.027072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11392,0,1631925,2933882,17347626,658194,9514,622938664,948.406250,351.691406
345,51.874898,50.728300,50.503680,50.313344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11392,0,1631925,2933882,17448449,661092,9514,622938664,948.406250,351.691406
346,50.983001,51.055600,51.050496,50.860768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11408,0,1631957,2933946,17555983,663118,9522,623462472,948.406250,351.691406
347,51.309001,51.756800,54.302720,51.781248,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11444,0,1632029,2934090,17595074,664342,9540,624641040,948.406250,351.695312
348,52.029200,51.451400,51.139584,50.947968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11448,0,1632037,2934106,17630487,665522,9542,624771992,948.406250,351.757812
349,51.729701,58.249100,56.978432,56.787968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11472,0,1632325,2934517,17702550,666566,9554,625557704,948.406250,351.785156
350,58.574501,52.437000,52.146176,51.955776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11480,0,1632341,2934568,17691934,667874,9558,625819608,948.406250,351.792969
351,52.719600,51.881600,51.386368,51.197408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11480,0,1632341,2934554,17739662,669206,9558,625819608,948.406250,351.792969
352,52.121699,51.845400,53.892096,53.700992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11480,0,1632341,2934554,17733221,670736,9558,625819608,948.406250,351.792969
353,52.093200,52.645500,53.059584,52.671392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11484,0,1638165,2945642,17739622,672814,9560,625950560,948.406250,351.792969
354,52.898198,52.785400,51.454976,51.264448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11500,0,1649829,2967850,17715110,675056,9568,626474368,948.406250,351.792969
355,53.029299,52.899500,52.195328,52.004672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11548,0,1649925,2968073,17694202,676996,9592,628045792,948.406250,351.792969
356,53.198501,56.811900,56.305664,56.115232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11560,0,1651349,2970454,17693892,679290,9598,628438648,948.406250,351.843750
357,57.077900,52.043500,51.444736,51.252832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11564,0,1652757,2972834,17726871,680623,9600,628569600,948.406250,351.863281
358,52.299600,51.805700,52.910080,52.717536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11564,0,1652757,2972840,17724644,681405,9600,628569600,948.406250,351.863281
359,52.041002,52.071000,50.797568,50.606976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11564,0,1652757,2972834,17743507,682323,9600,628569600,948.406250,351.871094
360,52.306201,52.466900,52.298752,52.108320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11568,0,1654261,2975806,17797412,683235,9602,628700552,948.406250,351.871094
361,52.736100,51.736900,51.809280,51.618912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11580,0,1655781,2978827,17813959,684699,9608,629093408,948.406250,351.871094
362,52.005898,51.200400,50.631680,50.441280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11608,0,1655837,2978942,17887328,687651,9622,630010072,948.406250,351.898438
363,51.433802,51.750700,51.582976,51.392800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11620,0,1657933,2982906,17985136,689377,9626,630271976,948.406250,351.960938
364,51.996998,51.507000,51.660800,51.470176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11644,0,1660053,2986930,18052511,691619,9636,630926736,948.406250,351.988281
365,51.769599,52.150300,51.534848,51.341632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11644,0,1660053,2986930,18101111,693189,9636,630926736,948.406250,351.988281
366,52.399401,53.001700,53.188608,52.998752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11644,0,1660053,2986936,18148629,694509,9636,630926736,948.406250,351.988281
367,53.245600,51.526400,51.618816,51.428640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11644,0,1660053,2986931,18195323,695862,9636,630926736,948.406250,351.988281
368,51.775299,51.704500,51.293184,51.104576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11644,0,1660053,2986960,18252143,696932,9636,630926736,948.406250,351.988281
369,52.082099,51.896800,51.990528,51.800128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11688,0,1660141,2987108,18238963,697912,9658,632367208,948.406250,351.988281
370,52.150000,56.372400,58.071040,57.879456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11700,0,1660165,2987154,18330343,699057,9664,632760064,948.406250,351.988281
371,56.632999,50.952000,50.267136,50.076736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11708,0,1660181,2987189,18433722,699961,9668,633021968,948.406250,351.988281
372,51.221699,55.736800,55.109632,54.919872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11716,0,1662869,2990834,18522929,701050,9672,633283872,948.406250,351.988281
373,55.993699,57.771400,58.792960,56.736256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11716,0,1662869,2990845,18606566,702786,9672,633283872,948.406250,351.988281
374,58.053400,52.776500,51.668992,51.479200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11716,0,1662869,2990834,18653202,705034,9672,633283872,948.406250,351.988281
375,53.070299,51.694000,51.567616,51.377344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11716,0,1662869,2990834,18672336,707646,9672,633283872,948.406250,351.988281
376,51.973701,52.869800,51.822592,51.633184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11720,0,1662877,2990840,18645035,710148,9674,633414824,948.406250,351.988281
377,53.162299,53.648900,53.224448,53.033312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11776,0,1662989,2991074,18613971,711921,9702,635248152,948.406250,351.988281
378,53.901602,52.799500,52.732928,52.541696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11792,0,1673309,3009506,18579773,713726,9710,635771960,948.406250,351.988281
379,53.050801,52.720200,54.804480,54.613504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11804,0,1673333,3009551,18545585,715980,9716,636164816,948.406250,351.988281
380,52.992702,53.989600,53.093376,52.903072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11804,0,1673333,3009554,18499061,717795,9716,636164816,948.406250,351.988281
381,54.240800,54.452800,53.986304,53.795808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11804,0,1673333,3009562,18428937,719750,9716,636164816,948.406250,351.988281
382,54.705001,53.489800,53.134336,52.943872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11804,0,1673333,3009556,18419273,721507,9716,636164816,948.406250,351.988281
383,53.758800,52.576400,54.561792,54.374240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11828,0,1673381,3009650,18405202,722543,9728,636950528,948.406250,351.988281
384,52.836999,52.810700,52.135936,50.645728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11848,0,1673421,3009730,18407076,723418,9738,637605288,948.406250,351.988281
385,53.051200,52.661200,51.480576,51.294240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11864,0,1674957,3012654,18462956,724895,9746,638129096,948.406250,351.988281
386,52.893698,52.074800,52.199424,52.013568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11880,0,1674989,3012714,18510156,726079,9754,638652904,948.406250,351.988281
387,52.328099,52.437200,52.621312,52.434624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11888,0,1677077,3016679,18563481,727671,9756,638783856,948.406250,351.988281
388,52.700300,51.797000,51.780608,51.594144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11892,0,1682901,3027744,18624422,729223,9758,638914808,948.406250,351.988281
389,52.036300,52.247300,52.145152,51.958912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11896,0,1688725,3038846,18710981,731015,9760,639045760,948.406250,351.988281
390,52.494202,53.054600,53.651456,53.464384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11896,0,1688725,3038846,18808832,733039,9760,639045760,948.406250,351.988281
391,53.285200,61.103400,60.461056,60.274944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11896,0,1688725,3038841,18885623,734811,9760,639045760,948.406250,351.988281
392,61.347999,52.210800,52.000768,51.814432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11916,0,1688765,3038926,18951812,736031,9770,639700520,948.406250,351.988281
393,52.464299,57.201900,55.217152,55.029760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11924,0,1688781,3038958,19020002,736857,9774,639962424,948.406250,351.988281
394,57.450298,54.424500,54.406144,54.219840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11936,0,1688805,3039040,19053453,738215,9780,640355280,948.406250,351.988281
395,54.703001,53.505900,53.569536,53.383168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11936,0,1688805,3039006,19116073,739441,9780,640355280,948.406250,351.988281
396,53.763900,51.691100,53.207040,53.020576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11940,0,1690213,3041386,19147080,740337,9782,640486232,948.406250,351.988281
397,52.039500,52.161100,51.813376,50.351936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11944,0,1691621,3043749,19175697,742573,9784,640617184,948.406250,351.988281
398,52.416399,52.458700,51.449856,51.263424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11984,0,1691701,3043922,19177808,744063,9804,641926704,948.406250,351.988281
399,52.706700,53.307800,53.314560,53.128448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11988,0,1691709,3043955,19915411,746820,9806,642057656,948.406250,351.988281
400,53.541001,52.833100,52.505600,52.319616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12020,0,1694765,3049982,19898670,748854,9822,643105272,948.406250,351.988281
401,53.082202,53.075000,52.297728,52.111328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12052,0,1694829,3050112,19880018,749856,9838,644152888,948.406250,351.988281
402,53.337298,53.824200,55.468032,53.999488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12056,0,1694837,3050134,19881183,750996,9840,644283840,948.406250,351.988281
403,54.076999,57.344900,56.089600,55.904000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12064,0,1696925,3054098,19878880,751866,9842,644414792,948.406250,351.988281
404,57.590701,59.450400,61.262848,61.075712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12064,0,1696925,3054094,19877050,752810,9842,644414792,948.406250,351.988281
405,59.703801,54.373800,52.679680,52.494080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12072,0,1699013,3058055,19877086,753734,9844,644545744,948.406250,351.988281
406,54.636098,53.436300,53.158912,52.972160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12072,0,1699013,3058054,19859085,756122,9844,644545744,948.406250,351.988281
407,53.720798,53.430100,53.090304,52.903872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12088,0,1699045,3058118,19885241,759230,9852,645069552,948.406250,351.988281
408,53.693298,53.864000,53.100544,52.912160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12092,0,1699053,3058134,19875932,761154,9854,645200504,948.406250,351.988281
409,54.122999,54.056200,52.788224,52.605856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058180,19890024,764238,9860,645593360,948.406250,351.988281
410,54.299898,57.690900,57.337856,57.155872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058187,19875017,766806,9860,645593360,948.406250,351.988281
411,57.952300,56.517900,56.396800,56.213536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058182,19924182,769242,9860,645593360,948.406250,351.988281
412,56.770101,54.426600,54.237184,54.054688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058188,19945497,773178,9860,645593360,948.406250,351.988281
413,54.668900,53.927100,53.873664,53.691936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058182,19960887,776634,9860,645593360,948.406250,351.988281
414,54.193500,53.006600,54.862848,54.679360,0.000000,0.000000,0.000000,0.000000,0.000000,0.001024,12104,0,1699077,3058166,19968936,779020,9860,645593360,948.406250,351.988281
415,53.276200,52.962900,53.208064,53.025152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12132,0,1699133,3058294,19971634,780975,9874,646510024,948.406250,351.988281
416,53.205900,57.336400,55.789568,55.607744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12164,0,1699197,3058431,19946021,782331,9890,647557640,948.406250,351.988281
417,57.578400,53.292200,53.135360,52.952576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12168,0,1699205,3058438,19939852,783885,9892,647688592,948.406250,351.988281
418,53.546201,53.971200,53.414912,53.230816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12168,0,1699205,3058438,19902001,785115,9892,647688592,948.406250,351.988281
419,54.199200,53.734100,51.879936,51.698016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12176,0,1701893,3062096,19857286,786487,9896,647950496,948.406250,351.988281
420,53.984400,56.261200,56.493056,56.310400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12180,0,1703237,3063899,19819552,788316,9898,648081448,948.406250,351.988281
421,56.564499,56.757100,58.220544,58.038336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12184,0,1704581,3065734,19771639,790615,9900,648212400,948.406250,351.988281
422,57.008401,61.217400,59.729920,59.547904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12200,0,1704853,3066118,19724794,793753,9908,648736208,948.406250,351.988281
423,61.483100,59.741700,59.504640,59.322336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12220,0,1708709,3073295,19712214,797690,9916,649260016,948.406250,351.988281
424,60.002800,53.464700,53.120000,52.937792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073348,19704405,800592,9920,649521920,948.406250,351.988281
425,53.747900,52.873000,52.400128,52.218144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073334,19684591,803334,9920,649521920,948.406250,351.988281
426,53.106800,53.256400,53.766144,53.583648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073330,19684296,806242,9920,649521920,948.406250,351.988281
427,53.499300,63.930100,65.777664,63.655328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073330,19676255,809100,9920,649521920,948.406250,352.011719
428,64.202100,58.995400,57.293824,57.111424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073317,19658741,810819,9920,649521920,948.406250,352.011719
429,59.234101,56.365000,56.035328,55.853024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073330,19643582,813518,9920,649521920,948.406250,352.011719
430,56.603201,54.633300,54.475776,54.291744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12236,0,1708741,3073362,19598035,815930,9924,649783824,948.406250,352.011719
431,54.859601,53.295100,51.343360,51.160960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073400,19579597,818283,9928,650045728,948.406250,352.109375
432,53.543098,55.921900,56.073216,55.890624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073388,19530947,820201,9928,650045728,948.406250,352.093750
433,56.180801,53.780300,55.794688,55.611872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19498915,821919,9928,650045728,948.406250,352.093750
434,54.042298,53.770600,52.759552,52.576640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19483866,825058,9928,650045728,948.406250,352.093750
435,54.013200,54.542600,54.029312,53.847712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073397,19435368,826497,9928,650045728,948.406250,352.093750
436,54.794502,54.568800,54.232064,54.048544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19445730,829475,9928,650045728,948.406250,352.093750
437,54.823201,54.551000,56.673280,56.490368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19419202,831409,9928,650045728,948.406250,352.093750
438,54.819401,53.909900,51.576832,51.393632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19420443,832828,9928,650045728,948.406250,352.093750
439,54.165501,53.987800,54.216704,54.035072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19396516,833734,9928,650045728,948.406250,352.093750
440,54.234602,53.127600,53.275648,53.093312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19406355,834708,9928,650045728,948.406250,352.093750
441,53.373002,53.248600,54.647808,54.464736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19391147,836118,9928,650045728,948.406250,352.093750
442,53.495400,52.666800,53.269504,53.086528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19381568,837344,9928,650045728,948.406250,352.093750
443,52.905999,53.376700,51.921920,51.738912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073403,19373352,838926,9928,650045728,948.406250,352.101562
444,53.749099,59.230100,60.837888,60.654304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073387,19345168,840702,9928,650045728,948.406250,352.171875
445,59.485901,52.520000,52.728832,52.099360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073427,19348134,841146,9928,650045728,948.406250,352.171875
446,52.777499,60.936300,59.269120,59.086336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073398,19346660,841146,9928,650045728,948.406250,352.175781
447,61.190002,62.428900,62.514176,62.332160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19337966,841144,9928,650045728,948.406250,352.175781
448,62.704802,69.447300,69.457920,69.271360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073389,19342202,841146,9928,650045728,948.406250,352.175781
449,69.760099,60.858200,60.664832,60.478336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19347046,841144,9928,650045728,948.406250,352.175781
450,61.129201,61.200300,62.327808,62.139456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19346264,841144,9928,650045728,948.406250,352.199219
451,61.470300,53.595900,52.357120,52.171296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19345013,841144,9928,650045728,948.406250,352.207031
