# legacy=on vsync=off 1920x1080 scene=#01PrototypeMap.scene take=D:/Github/EGOSIS_Refactoring/Scripts/../Bench/take01.json build=Release gpu=NVIDIA GeForce RTX 4060 Ti driver=32.0.16.1088 capture=metrics-only
frame,presentMs,cpuMs,gpuMs,gpu_MainPass,gpu_CameraPreview,gpu_ComputeEffects,gpu_ParticleOverlay,gpu_DebugOverlay,gpu_ToneMapAndUI,gpu_OverlayEffects,drawCalls,instancedDrawCalls,iaPrimitives,vsInvocations,psInvocations,cPrimitives,boneCbMapCount,boneCbBytesUploaded,vramUsedMB,workingSetMB
452,53.837199,56.239000,55.926784,55.740288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073403,19339182,841146,9928,650045728,948.406250,352.230469
453,56.491300,53.259400,55.322624,55.135648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19345690,841146,9928,650045728,948.406250,352.230469
454,53.529602,54.500600,52.854784,52.668800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19344667,841147,9928,650045728,948.406250,352.230469
455,54.742500,53.080800,52.621312,52.435584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073391,19345001,841147,9928,650045728,948.406250,352.230469
456,53.322200,52.529100,52.678656,52.492672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073392,19343199,841155,9928,650045728,948.406250,352.230469
457,52.773200,52.944900,53.083136,52.896192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073385,19339660,841153,9928,650045728,948.406250,352.230469
458,53.194899,54.472000,54.591488,54.404896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19344324,841156,9928,650045728,948.406250,352.242188
459,54.782700,56.829200,56.527872,56.340960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073400,19334044,841154,9928,650045728,948.406250,352.257812
460,57.081100,54.224300,53.769216,53.582816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19336674,841154,9928,650045728,948.406250,352.261719
461,54.480799,54.288100,54.778880,54.591424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19343525,841155,9928,650045728,948.406250,352.261719
462,54.566398,54.034700,53.286912,53.100544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073388,19338369,841151,9928,650045728,948.406250,352.261719
463,54.285400,54.039300,54.249472,54.063328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073412,19335297,841150,9928,650045728,948.406250,352.261719
464,54.294702,54.058600,54.212608,54.026624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19340233,841150,9928,650045728,948.406250,352.261719
465,54.329399,54.322700,54.501376,54.315328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19339557,841148,9928,650045728,948.406250,352.261719
466,54.579999,53.959600,52.656128,52.465600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19336202,841155,9928,650045728,948.406250,352.261719
467,54.234199,52.607800,52.506624,52.316256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073396,19334657,841155,9928,650045728,948.406250,352.765625
468,52.858599,52.993400,52.691968,52.501312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073384,19328200,841155,9928,650045728,948.406250,352.765625
469,53.254802,52.713700,54.292480,52.003136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19334225,841167,9928,650045728,948.406250,352.765625
470,52.975498,53.098900,51.401728,51.211520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19335381,841175,9928,650045728,948.406250,352.765625
471,53.343799,55.326900,55.377920,55.187616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073389,19332280,841178,9928,650045728,948.406250,352.765625
472,55.588499,53.137500,53.273600,53.083584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073402,19336224,839713,9928,650045728,948.406250,352.765625
473,53.393900,52.934800,52.915200,52.724800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19362003,837973,9928,650045728,948.406250,352.765625
474,53.192299,53.941800,54.077440,53.886752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19365984,836667,9928,650045728,948.406250,352.765625
475,54.182101,52.793100,52.706304,52.516096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19385412,835429,9928,650045728,948.406250,352.765625
476,53.041000,53.231200,52.935680,52.746240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073398,19362903,834106,9928,650045728,948.406250,352.765625
477,53.472601,55.895500,55.507968,55.317952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19384587,833215,9928,650045728,948.406250,352.789062
478,56.151599,53.878700,53.529600,53.339232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19389619,831999,9928,650045728,948.406250,352.789062
479,54.130100,52.996800,53.201920,53.011392,0.000000,0.000000,0.000000,0.000000,0.000000,0.001024,12244,0,1708757,3073394,19411252,830441,9928,650045728,948.406250,352.789062
480,53.256601,53.119700,53.112832,52.922720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073387,19406807,827527,9928,650045728,948.406250,352.789062
481,53.382099,53.409700,53.423104,53.233952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073427,19437230,825534,9928,650045728,948.406250,352.789062
482,53.678300,52.175300,52.107264,51.916448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19449417,823080,9928,650045728,948.406250,352.789062
483,52.431200,53.384900,53.910528,53.720512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19490113,820757,9928,650045728,948.406250,352.789062
484,53.610399,53.662400,53.369856,53.179360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12244,0,1708757,3073394,19514781,819213,9928,650045728,948.406250,352.796875
485,53.901199,58.008300,57.567232,57.381440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12240,0,1708749,3073385,19535140,816845,9926,649914776,948.406250,352.796875
486,58.278698,52.933100,56.281088,54.391328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12232,0,1708733,3073347,19566419,814233,9922,649652872,948.406250,352.796875
487,53.208701,55.665000,52.130816,51.944992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073330,19593715,811994,9920,649521920,948.406250,352.796875
488,55.904400,55.746800,55.910400,55.724800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073343,19613817,809713,9920,649521920,948.406250,352.796875
489,56.012101,54.579400,58.578944,56.180448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073354,19617820,807292,9920,649521920,948.406250,352.796875
490,54.832399,54.779700,51.007488,50.821888,0.000000,0.001024,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073330,19612055,804357,9920,649521920,948.406250,352.796875
491,55.121399,54.350900,53.656576,53.470336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12228,0,1708725,3073325,19615292,801780,9920,649521920,948.406250,352.796875
492,54.602198,54.718500,54.873088,54.690016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12224,0,1708717,3073314,19614221,798838,9918,649390968,948.406250,352.796875
493,54.999199,55.220500,55.527424,55.343392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12212,0,1707069,3070246,19633984,795120,9912,648998112,948.406250,352.796875
494,55.473499,53.434100,52.951040,52.336416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12188,0,1704589,3065750,19653799,791754,9902,648343352,948.406250,352.796875
495,53.707302,54.280000,53.919744,53.736416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12184,0,1704581,3065715,19689594,789268,9900,648212400,948.406250,352.796875
496,54.545101,53.320600,55.095296,52.824800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12176,0,1701893,3062086,19733029,786960,9896,647950496,948.406250,352.796875
497,53.583100,53.105000,52.907008,52.725312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12172,0,1700549,3060262,19773746,785625,9894,647819544,948.406250,352.796875
498,53.342700,52.667300,50.991104,50.809472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12168,0,1699205,3058438,19809280,784370,9892,647688592,948.406250,352.796875
499,52.892700,52.873800,52.956160,52.773728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12168,0,1699205,3058441,19823640,782854,9892,647688592,948.406250,352.796875
500,53.145200,52.823800,52.428800,52.246208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12144,0,1699157,3058369,19821813,781450,9880,646902880,948.406250,352.796875
501,53.071201,52.462100,52.242432,52.060256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12112,0,1699093,3058216,19818413,779718,9864,645855264,948.406250,352.796875
502,52.729700,53.218700,54.127616,53.943328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058182,19820748,777570,9860,645593360,948.406250,352.796875
503,53.513099,54.041000,53.294080,53.111648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058182,19799570,774468,9860,645593360,948.406250,352.796875
504,54.341801,53.277100,53.314560,53.133056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058179,19756550,770697,9860,645593360,948.406250,352.796875
505,53.504702,52.325500,52.555776,52.372832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058208,19735104,767404,9860,645593360,948.406250,352.796875
506,52.571900,57.810300,59.441152,59.256512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12104,0,1699077,3058184,19702656,765058,9860,645593360,948.406250,352.796875
507,58.053099,52.219200,50.548736,50.366176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12096,0,1699061,3058150,19682450,762426,9856,645331456,948.406250,352.796875
508,52.451801,53.118700,52.653056,52.470784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12088,0,1699045,3058146,19677069,759911,9852,645069552,948.406250,352.820312
509,53.360499,52.916500,52.424704,52.241792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12080,0,1699029,3058092,19649478,757229,9848,644807648,948.406250,352.820312
510,53.153601,52.130100,51.666944,51.483744,0.000000,0.000000,0.001024,0.000000,0.000000,0.000000,12072,0,1699013,3058058,19651811,754248,9844,644545744,948.406250,352.820312
511,52.386701,52.876000,53.785600,53.602048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12072,0,1699013,3058054,19636863,753084,9844,644545744,948.406250,352.820312
512,53.141501,52.282200,52.924416,52.741344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12064,0,1696925,3054094,19626586,752316,9842,644414792,948.406250,352.820312
513,52.524701,53.056600,51.444736,51.262208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12056,0,1694837,3050134,19622821,751346,9840,644283840,948.406250,352.820312
514,53.349499,53.279300,53.350400,53.167744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12056,0,1694837,3050168,19604598,750254,9840,644283840,948.406250,352.820312
515,53.530902,52.843000,53.510144,53.326720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12036,0,1694797,3050048,19600866,749206,9830,643629080,948.406250,352.820312
516,53.116299,52.173200,53.632000,51.509536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12000,0,1693229,3046950,19607525,747825,9812,642450512,948.406250,352.820312
517,52.534401,55.353200,54.039552,53.858080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11984,0,1691701,3043926,19601533,745116,9804,641926704,948.406250,352.820312
518,55.597302,53.773600,53.309440,53.127392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11956,0,1691645,3043812,19570225,743294,9790,641010040,948.406250,352.820312
519,54.105300,53.341500,53.254144,53.072416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11944,0,1691621,3043776,19553276,741418,9784,640617184,948.406250,352.820312
520,53.594202,52.972200,55.074816,52.917984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11936,0,1688805,3039006,19542274,739837,9780,640355280,948.406250,352.820312
521,53.227000,54.297500,54.290432,54.107488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11936,0,1688805,3039006,19510358,739020,9780,640355280,948.406250,352.820312
522,54.531801,53.544400,52.532224,52.349536,0.000000,0.001024,0.000000,0.000000,0.000000,0.000000,11928,0,1688789,3038969,19468470,737392,9776,640093376,948.406250,352.820312
523,53.803898,53.802400,53.399552,53.217024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11920,0,1688773,3038944,19386429,736517,9772,639831472,948.406250,352.820312
524,54.055400,52.462100,52.163584,51.980960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11908,0,1688749,3038894,19356727,735320,9766,639438616,948.406250,352.820312
525,52.721199,53.745100,56.076288,54.219360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11896,0,1688725,3038846,19293582,734068,9760,639045760,948.406250,352.820312
526,54.070901,52.173700,50.839552,50.656960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11896,0,1688725,3038846,19202254,732327,9760,639045760,948.406250,352.820312
527,52.438501,52.325700,51.543040,51.360640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11892,0,1682901,3027748,19113492,730831,9758,638914808,948.406250,352.820312
528,52.568302,54.308600,53.848064,53.664480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11892,0,1682901,3027769,19040097,728953,9758,638914808,948.406250,352.820312
529,54.562800,59.773600,59.462656,59.280384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11888,0,1677077,3016667,18996999,727202,9756,638783856,948.406250,352.820312
530,60.012501,53.201800,52.503552,52.321696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11868,0,1674965,3012681,18928051,724857,9748,638260048,948.406250,352.820312
531,53.456102,55.694100,55.796736,55.614784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11864,0,1674957,3012654,18890839,723585,9746,638129096,948.406250,352.820312
532,55.945799,56.606200,57.872384,57.689056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11848,0,1673421,3009730,18896080,722963,9738,637605288,948.406250,352.820312
533,56.857400,52.954200,51.980288,51.798816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11844,0,1673413,3009714,18895605,722257,9736,637474336,948.406250,352.820312
534,53.201001,53.342800,52.741120,52.558720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11844,0,1673413,3009708,18867351,720266,9736,637474336,948.406250,352.820312
535,53.601399,52.512500,52.551680,52.369024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11804,0,1673333,3009567,18912851,719131,9716,636164816,948.406250,352.820312
536,52.766599,52.632500,54.525952,54.343104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11804,0,1673333,3009554,18988864,718133,9716,636164816,948.406250,352.820312
537,52.892901,55.936900,53.725184,53.543136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11784,0,1668149,3000297,19034683,716746,9706,635510056,948.406250,352.820312
538,56.263801,58.071600,57.029632,56.847520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11776,0,1668133,3000258,19034403,714296,9702,635248152,948.406250,352.820312
539,58.312401,52.130700,53.593088,53.409504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11776,0,1668133,3000258,19041113,712702,9702,635248152,948.406250,352.820312
540,52.384399,51.834800,52.158464,51.975232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11748,0,1662933,2990962,19046526,710928,9688,634331488,948.406250,352.820312
541,52.073698,58.008100,56.302592,56.119968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11748,0,1662933,2990971,18987699,708496,9688,634331488,948.406250,352.820312
542,58.257598,52.783100,52.958208,52.774816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11748,0,1662933,2990962,18911156,706147,9688,634331488,948.406250,352.820312
543,53.036399,58.929800,58.004480,57.821888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11716,0,1662869,2990834,18860535,703864,9672,633283872,948.406250,352.820312
544,59.187401,55.074200,54.081536,53.895456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11716,0,1662869,2990832,18883263,701846,9672,633283872,948.406250,352.820312
545,55.347100,53.374300,52.756480,52.569536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11704,0,1662845,2990786,18764086,700344,9666,632891016,948.406250,352.820312
546,53.631101,53.362800,53.980160,53.794208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11704,0,1662845,2990786,18615329,699308,9666,632891016,948.406250,352.820312
547,53.603500,53.014200,53.346304,53.160384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11704,0,1662845,2990786,18559277,697878,9666,632891016,948.406250,352.820312
548,53.261898,52.960200,52.688896,52.502752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11684,0,1660133,2987090,18467544,696756,9656,632236256,948.406250,352.820312
549,53.206898,53.099900,52.930560,52.743936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11684,0,1660133,2987090,18385447,695098,9656,632236256,948.406250,352.820312
550,53.355299,52.833600,52.430848,52.244768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11684,0,1660133,2987090,18324206,694089,9656,632236256,948.406250,352.820312
551,53.099100,52.878200,51.166208,50.978336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11684,0,1660133,2987090,18296499,692551,9656,632236256,948.406250,352.820312
552,53.142000,51.907800,52.603904,52.417024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11656,0,1658005,2983050,18251350,691797,9644,631450544,948.406250,352.820312
553,52.153502,54.085900,53.060608,52.874720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11608,0,1657909,2982855,18149037,690447,9620,629879120,948.406250,352.820312
554,54.326698,53.574300,53.560320,53.374816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11608,0,1657909,2982858,18097060,688299,9620,629879120,948.406250,352.828125
555,53.824000,51.199400,50.818048,50.631616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11576,0,1654277,2975842,18094764,686416,9606,628962456,948.406250,352.828125
556,51.461000,51.997200,51.817472,51.631584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11568,0,1654261,2975800,18011802,684023,9602,628700552,948.406250,352.835938
557,52.242901,51.290500,51.219456,51.030432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11564,0,1652757,2972834,17947251,681599,9600,628569600,948.406250,352.855469
558,51.562000,51.486700,51.656704,50.164448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11560,0,1651349,2970454,17988701,679559,9598,628438648,948.406250,352.855469
559,51.738899,51.242100,51.471360,51.284224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11560,0,1651349,2970454,17981566,678780,9598,628438648,948.406250,352.855469
560,51.502500,56.133600,54.508544,54.322144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11548,0,1651325,2970422,17965182,677886,9592,628045792,948.406250,352.855469
561,56.403399,52.447800,51.851264,51.663968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11544,0,1649917,2968026,17965745,677368,9590,627914840,948.406250,352.855469
562,52.703802,53.075800,52.439040,52.252928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11544,0,1649917,2968026,17981309,676878,9590,627914840,948.406250,352.855469
563,53.366002,53.034800,52.721664,52.533632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11532,0,1649893,2967978,17938345,676098,9584,627521984,948.406250,352.855469
564,53.268801,51.312000,51.274752,51.088384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11532,0,1649893,2967992,17911252,675642,9584,627521984,948.406250,352.855469
565,51.548701,51.989900,51.174400,50.988288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11528,0,1644069,2956890,17861238,673602,9582,627391032,948.406250,352.855469
566,52.238900,52.217300,51.533824,51.347360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11528,0,1644069,2956900,17827875,670744,9582,627391032,948.406250,352.855469
567,52.464999,52.132100,51.458048,51.271328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11480,0,1632341,2934551,17693024,668814,9558,625819608,948.406250,352.855469
568,52.367400,51.863500,51.795968,51.609632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11436,0,1632253,2934378,17583844,665374,9536,624379136,948.406250,352.878906
569,52.100498,52.049900,51.364864,51.178848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11436,0,1632253,2934378,17539592,663212,9536,624379136,948.406250,352.886719
570,52.315298,53.753200,54.209536,53.546400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11408,0,1632197,2934266,17393405,660384,9522,623462472,948.406250,352.890625
571,54.008499,60.931800,59.151360,58.962112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11392,0,1631925,2933882,17304646,658202,9514,622938664,948.406250,352.890625
572,61.181299,52.031100,53.708800,53.517888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11392,0,1631925,2933882,17249630,656282,9514,622938664,948.406250,352.917969
573,52.285999,52.849900,52.160512,51.969760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11392,0,1631925,2933882,17141172,653438,9514,622938664,948.406250,352.917969
574,53.122401,51.533300,51.375104,51.185152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11392,0,1631925,2933882,17135781,650854,9514,622938664,948.406250,352.917969
575,51.798999,51.902700,52.302848,52.112544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11384,0,1631909,2933840,17113861,649152,9510,622676760,948.406250,352.917969
576,52.149799,52.068700,51.234816,51.044992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11380,0,1631781,2933700,17109968,647636,9508,622545808,948.406250,352.917969
577,52.319501,52.220500,52.390912,52.202016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11376,0,1626629,2924472,17114372,646682,9506,622414856,948.406250,352.917969
578,52.537002,51.827000,51.132416,50.941888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11364,0,1626485,2924266,17135214,645690,9500,622022000,948.406250,352.917969
579,52.107200,53.098500,54.160384,53.969824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11356,0,1619989,2913242,17143116,644150,9496,621760096,948.406250,352.917969
580,53.365499,52.920600,53.134336,52.943040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11356,0,1619989,2913242,17148266,643029,9496,621760096,948.406250,352.917969
581,53.172302,51.156100,51.453952,51.263616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11352,0,1618645,2911418,17152994,642333,9494,621629144,948.406250,352.917969
582,51.419601,50.793800,50.375680,50.185472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11312,0,1618565,2911258,17167355,641759,9474,620319624,948.406250,352.917969
583,51.027399,51.245800,51.317760,51.128992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11268,0,1618477,2911060,17158508,641125,9452,618879152,948.406250,352.917969
584,51.532801,53.185700,52.528128,52.337568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11268,0,1618477,2911088,17157598,640445,9452,618879152,948.406250,352.917969
585,53.478699,54.680300,56.579072,56.387264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11248,0,1618437,2911002,17164786,639715,9442,618224392,948.406250,352.917969
586,54.924302,58.628200,56.978432,56.789792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11240,0,1618421,2910972,17168647,638715,9438,617962488,948.406250,352.917969
587,58.862198,50.892800,50.528256,50.337888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11240,0,1618421,2910974,17177600,637547,9438,617962488,948.406250,352.917969
588,51.144000,52.391100,52.470784,52.281152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11240,0,1618421,2910959,17186627,636193,9438,617962488,948.406250,352.917969
589,52.634899,53.115800,52.339712,52.148768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11240,0,1618421,2910970,17195568,634510,9438,617962488,948.406250,352.917969
590,53.358998,51.537500,51.646464,51.454080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11232,0,1618165,2910618,17181217,631882,9434,617700584,948.406250,352.941406
591,51.798500,52.906200,51.410944,51.219520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11232,0,1618165,2910618,17190962,630460,9434,617700584,948.406250,352.941406
592,53.251699,53.726000,52.547584,52.357920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11232,0,1618165,2910618,17210348,629445,9434,617700584,948.406250,352.441406
593,53.979401,50.859100,50.369536,50.180032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11224,0,1615477,2906959,17231667,628241,9430,617438680,948.406250,352.441406
594,51.109701,50.434900,50.495488,50.305024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11216,0,1615221,2906607,17247780,627154,9426,617176776,948.406250,352.441406
595,50.748002,56.078100,55.404544,55.213984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11216,0,1615221,2906618,17259351,625677,9426,617176776,948.406250,352.441406
596,56.344800,59.619600,57.712640,57.518528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11208,0,1612533,2902965,17249421,624166,9422,616914872,948.406250,352.441406
597,59.907500,51.255000,50.939904,50.745568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11164,0,1612445,2902793,17279900,623181,9400,615474400,948.406250,352.441406
598,51.499601,59.747300,60.213248,60.018048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11124,0,1612365,2902647,17299474,621866,9380,614164880,948.406250,352.441406
599,59.975199,56.584600,55.555072,55.361408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11124,0,1612365,2902634,17318688,621109,9380,614164880,948.406250,352.441406
600,56.814499,50.534500,50.564096,50.370720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11104,0,1612325,2902554,17332633,620623,9370,613510120,948.406250,352.441406
601,50.769702,57.395900,58.341376,56.790048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11096,0,1612309,2902522,17350867,620070,9366,613248216,948.406250,352.464844
602,57.655700,51.605100,51.421184,51.227232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11096,0,1612309,2902525,17362512,618980,9366,613248216,948.406250,352.464844
603,51.851399,53.223100,53.140480,52.945952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11096,0,1612309,2902512,17379751,617848,9366,613248216,948.406250,352.464844
604,53.484201,50.679500,50.182144,49.987808,0.000000,0.000000,0.001024,0.000000,0.000000,0.000000,11096,0,1612309,2902518,17385785,617164,9366,613248216,948.406250,352.492188
